;zcrAvg;changeSign;energyValue;rmseValue;centAvg;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;mfcc21;mfcc22;mfcc23;mfcc24;mfcc25;mfcc26;mfcc27;mfcc28;mfcc29;mfcc30;mfcc31;mfcc32;mfcc33;mfcc34;mfcc35;mfcc36;mfcc37;mfcc38;mfcc39;mfcc40;rolloff;mfcc_delta1;mfcc_delta2;mfcc_delta3;mfcc_delta4;mfcc_delta5;mfcc_delta6;mfcc_delta7;mfcc_delta8;mfcc_delta9;mfcc_delta10;mfcc_delta11;mfcc_delta12;mfcc_delta13;mfcc_delta14;mfcc_delta15;mfcc_delta16;mfcc_delta17;mfcc_delta18;mfcc_delta19;mfcc_delta20;mfcc_delta21;mfcc_delta22;mfcc_delta23;mfcc_delta24;mfcc_delta25;mfcc_delta26;mfcc_delta27;mfcc_delta28;mfcc_delta29;mfcc_delta30;mfcc_delta31;mfcc_delta32;mfcc_delta33;mfcc_delta34;mfcc_delta35;mfcc_delta36;mfcc_delta37;mfcc_delta38;mfcc_delta39;mfcc_delta40;chroma_stft1;chroma_stft2;chroma_stft3;chroma_stft4;chroma_stft5;chroma_stft6;chroma_stft7;chroma_stft8;chroma_stft9;chroma_stft10;chroma_stft11;chroma_stft12;spectral_flux;spectral_bandwidth_2;spectral_bandwidth_3;spectral_bandwidth_4
mfcc19;-0.15726490683299252;-0.16506186066185696;-0.07209670428414636;0.00666488492050371;-0.14774277233229738;-0.14991465099358295;0.045705773330978326;0.036320272373295895;-0.03634554144743057;0.057406527896507506;0.08907141517261263;0.05306561009243344;0.09370231791961481;0.14711350336795587;0.07365373472750585;0.2254375662657995;0.09005460287567402;0.20499829513648657;0.12679133714570576;0.21315390561212302;0.2538262622067192;0.4061116203510269;0.4044342567029617;1.0;0.4007938387118291;0.48901580536879313;0.20665641752828726;0.26637337049861415;0.11639928833664087;0.18801522259365777;0.12301574483787024;0.069282117499694;0.15932408909476617;0.18357507786829153;0.13504770015066947;0.09386161839339743;-0.023620141686250942;0.19822435680576922;0.26878841628901995;0.38257397019912515;0.062420688558734845;-0.07799741684400209;0.00593229320535539;0.23683869770410676;0.31865860292696674;-0.13702473983220304;-0.047814412268701686;0.02659768460048831;-0.030054267162123616;-0.009915462526570308;0.00401497346137213;-0.06735027500072906;0.07831698272350276;0.02128609185563055;0.0724232437639316;0.05764274249617328;0.09630172109602538;0.05473841375978888;0.02905920929077738;0.06724041897173078;0.051653956191530154;0.058644588101824914;0.07542696060913683;0.0009639699674403771;-0.03367046362759194;-0.0649469429163082;-0.013628239679858092;0.015299522350665385;0.043948585493960475;-0.011007831987627033;0.015137438144974607;-0.01305438492487565;-0.001478761725808468;0.04516879098385831;0.03419393462687242;-0.004374319975323609;-0.015102275495272157;-0.031646066373260326;-0.015811242005600093;0.0051070720751581495;-0.018081303156968584;-0.06116392171109717;0.013052338293044165;0.05676341309826158;0.07342248237308627;0.04901406168632435;0.031574463275176774;-0.0893777049382855;-0.0768716239931957;0.0015601373162280976;-0.03332347531897119;-0.040862485124157424;-0.010160957940303084;0.058769628949529175;0.1555458369390818;0.09618234530294795;0.08612447142076983;0.12909106567687934;-0.11494420935699316;-0.09282992338812977;-0.06868332347502283;-0.05111264185091284
mfcc20;0.03475507094668153;0.011478670194660581;0.03565106654810938;0.05568986591392764;0.12646844895568277;-0.024953661656450084;-0.22103422151803356;0.09439246505678328;-0.06311743346751719;0.1469741624342896;-0.003637373908353357;0.09451468906547508;0.11795886953341872;0.03939249216861349;0.1793371091964085;0.07226250757332635;0.11350273267391409;0.1387498055601747;0.1545642246086288;0.14463481558680824;0.19194007399957988;0.2524142290052049;0.43790912092625983;0.4007938387118291;1.0;0.3669805069396174;0.4799292786699939;0.15643029031550637;0.25042699449846373;0.11149154658641011;0.11060786983273278;0.08289395639716143;0.15742084297452172;0.13297066509023414;0.14595859249282317;0.024266556674794867;0.02468833260676173;0.09534126153195156;0.2724345905284943;0.2741224756280991;0.07425073443237731;-0.011962757326419472;0.03975757545441145;0.2909398447405966;0.32854197432238136;0.12971601709896807;-0.07216124310848512;-0.00399388489445313;-0.018724640352446763;0.007735908398479455;0.03291818161215953;-0.0753157609982859;0.07746773197142962;0.02061664109750938;0.09213233439802396;0.03652793369077783;0.09057978861252773;0.0619423409853781;0.04470810837935728;0.06032949338034698;0.02883585864634329;0.06637641065959142;0.08087354383939842;0.027804015199850117;-0.02508326439534184;-0.025832871752695084;-0.0013014122689699137;0.011536384967678297;-0.0030567510211193406;-0.011385576806361299;0.0293043791637859;0.014112832763337614;0.0167963690176292;0.0047030206665993855;0.01937835312301957;-0.0384638837636847;-0.03905486067373072;-0.035352510818070296;-0.01839200927073086;-0.03259084779891698;-0.028429527241619235;-0.06636672441759968;0.039697229583858185;0.09674154753828665;0.10484613498117422;0.08227840990207001;-0.01193573298803477;-0.07750731133393578;-0.06235278585420513;0.04766460925151475;0.03892057222745273;0.03749605316540765;0.0407209181173286;0.060304821444394724;0.1405224333512429;0.07710567057871928;0.05154061250020735;0.05973776237923072;0.017846799488972068;0.1750329001779535;0.18600798520887035;0.18337585567084955
mfcc21;-0.12732050448020824;-0.142164153139944;0.03947649139559692;0.07269822953982732;-0.09534887669444836;-0.08422048816454827;-0.017384327646789936;-0.021440816250278598;-0.001723222931900476;0.019777849562878213;0.0829060334869934;0.0976468855249914;0.06654358540724761;0.11668776571462397;0.11005642227079895;0.14928796068539882;0.09680089907915818;0.17863680764280696;0.1136028599428654;0.1956071248699333;0.12298718416282653;0.237777931699711;0.3189905624605239;0.48901580536879313;0.3669805069396174;1.0;0.3371240654175368;0.3483984082132627;0.1490457859229433;0.14056095268740867;0.14319091649539323;0.1957712883318331;0.26576227464346597;0.24098208661726658;0.14594850752161803;0.11437361137158104;-0.04087161791095652;0.1949391054615088;0.21796939021224182;0.17766146889727583;0.0030870261085586613;-0.01852828000483415;0.08016603481854119;0.3075510423232896;0.2575983951805697;-0.09140217521751372;-0.04398412742359592;0.019468092868152764;-0.03199693318432718;-0.0032120224550106686;0.01687437530246703;-0.022519023452240747;0.08975348004914158;0.02214971119840276;0.07675721507887766;0.03804055500873974;0.06990066137798298;0.051591865672580374;0.04540612865973052;0.05616794009783082;0.04667190684685381;0.06068998004584049;0.05833369946083713;0.03098923642253628;0.014703283724623865;-0.007605766085308281;0.01468822779450375;0.022404567474954527;0.016749019977507374;-0.029120868489319364;0.011739483345218306;0.009673842375056174;0.007934316668532893;0.018174202303906976;0.01461586581917705;-0.04791057044695572;-0.07344675749066422;-0.061662059077130946;-0.01691259013011844;-0.0060760975188769205;-0.0481510541426066;-0.06418321573106066;0.028437735207600113;0.09284527865887866;0.09152027120094886;0.0672434669942936;-0.0648523066437022;-0.0680886174549172;-0.03763273246937071;0.0025057338302665213;-0.010255711624508604;0.014500418222745287;0.02176904257499933;0.07899941040124396;0.17334042600713986;0.05870860749861664;-0.021976849878717657;-0.04014224633313978;0.005210197055026455;-0.046756201262567215;-0.024933905840328122;-0.010171115381904208
mfcc22;0.02349717551511555;0.0029550865558310613;-0.03971195242449395;0.04080253511353684;0.09536609494799274;0.039303997923415775;-0.18456737115179087;0.036671678494176324;-0.06921977617836497;0.01915940044602485;0.05300374658334191;0.0272080720780603;0.08166173900724383;0.11194482873444082;0.14604839331379976;0.09861067519132513;0.12777463016930435;0.10789506478163874;0.1297629083776356;0.15903548840530682;0.12696078528093258;0.1335886627183111;0.2599529349387975;0.20665641752828726;0.4799292786699939;0.3371240654175368;1.0;0.2028061949980708;0.3006598578929774;0.03746613223259423;0.08910708576740084;0.13376114081431148;0.1362013228570579;0.10504672999123611;0.16765997706713032;0.0874613553167779;-0.012271516994172024;0.20945211446627446;0.15905702477930925;0.12984277372590103;0.003255415667627768;-0.02646471464033214;0.09836415181371781;0.22185720981383908;0.2718614933845048;0.10926167850498758;-0.07042877165032572;-0.009227757634432199;-0.030637191403036175;-0.01546641521528479;0.01737229215548085;-0.03098673497097041;0.08289434353295026;-0.004643724830251371;0.04983957367843782;0.017470413833927563;0.04186864898254511;0.018192596695731235;0.04932669803660746;0.03291657517688883;0.04659362338624273;0.04134732119488121;0.029722759022997487;0.02464786298295719;0.012419694124569081;0.026688590470114897;0.016585407597170712;0.029687176355388756;-0.00894110001665608;-0.04432143788897576;0.013074548054112203;0.02458912102729163;0.006168996493392;0.01115562363025402;0.02100397331607711;-0.01918562556935174;-0.06983681195542749;-0.05893161086971423;0.006138121387795192;0.01591372024330655;-0.041656930841545405;-0.03254560957254875;0.03117396137148599;0.05911910664301884;0.073123301708408;0.06729314357505077;0.016223352594147956;0.001976800132675434;0.04180408162606066;0.10812805933877302;0.0769843388823724;0.05772035181319792;0.04319643042780533;0.12513515607127426;0.22116929898983112;0.13809401933694193;0.06476789188784814;0.05108011383209465;-0.09064765966188419;0.16370681711690518;0.1792986219618276;0.18221484513373526
mfcc23;-0.07487889437911387;-0.08265023760405592;-0.0005282238624209289;0.017464327577904434;-0.052165748364188795;-0.12108421643086867;-0.014681888913949443;0.005310456533474695;0.04809679740706177;0.08887779288132773;0.013306219547602218;0.03252273694001923;0.11691959417552283;0.06935484860436524;0.09804232917728307;0.11915593090234194;0.16777199216873515;0.1312979209363817;0.10646219225611804;0.11332721841474692;0.161906877480084;0.200638510451149;0.06516918295828197;0.26637337049861415;0.15643029031550637;0.3483984082132627;0.2028061949980708;1.0;0.266877851713013;0.2751067458048934;0.08742780118699826;0.09213886759575399;0.24016991758108358;0.30111353931652574;0.13986635727805788;0.08698515460197116;0.1442905411949868;0.1533115755870385;0.2225834414490054;0.14137038142550706;-0.03522452142922179;-0.015818967949714893;0.03659008704888998;0.15227376724904995;0.19585779392155306;-0.04724998733369223;-0.016913959694737347;-0.021615220554097255;-0.04289538195234622;-0.012015225837668316;-0.015792357051669585;-0.0181054119368145;0.009733469089934036;0.02280033135304982;0.022266092327270795;0.04181655335982659;-0.0016046827102258047;0.0009249439680228898;0.028724609076395076;0.012341628861825814;0.04200212126416484;0.04081652912387498;0.03162532089308293;0.0012965282709633207;0.03189231296010804;0.039747980050317856;0.041874686895427206;-0.0022324460199500233;0.023421090703591774;-0.01136401865725907;0.02457456963542447;0.019277719246220543;-0.010364833304477194;0.03259950953262229;0.043774734496887506;0.01800608879962694;-0.0314870426228713;-0.005784860262917485;0.020831768873366574;0.010779634169459325;-0.017576698076714276;0.019847659684148276;0.014195376246723736;0.045944080073711584;0.025273267886931235;0.024018777751295097;-0.019353722153010143;0.015664665129282346;0.030117944844990384;0.05364612518358928;0.06888538555799104;0.09603201888717544;0.15664842675164128;0.17902303377610843;0.17730942854022713;0.02290860801671622;-0.09730658313144072;-0.07600665679482373;0.054694182612875175;-0.04665320511742917;-0.05825411027813743;-0.07219382816748042
mfcc24;-0.017502571832515485;-0.028167069152943668;-0.05073878438510104;-0.003940300260216711;0.09094061008308185;-0.019402960285742822;-0.2067371580721284;0.03683517162676664;-0.0027380253444232953;0.05812395920394428;0.035154250340328944;0.08174831576442762;0.10794980813399103;0.12129343278961134;0.15685765340826;0.09339406580233452;0.202293655195613;0.1534618310872653;0.18944269641766442;0.1475353206989025;0.16713954726161254;0.101326380455591;0.25277002119058034;0.11639928833664087;0.25042699449846373;0.1490457859229433;0.3006598578929774;0.266877851713013;1.0;0.32668855236454813;0.16364141144481778;0.03393096612715869;0.06772402469127109;0.14664826079915358;0.23080686354745955;0.1613368564442122;0.08996911714862127;0.2599950137354092;0.19239789195656826;0.14074107846582826;0.0041770830714239465;-0.0347898414351048;-0.019280400613831405;0.08569642388384584;0.09534792290192837;0.10050200615734035;-0.04382090505039647;-0.043979969553914276;0.0006573655027232544;-0.0310244550790188;-0.00827059351150366;-0.012611969740839342;0.025366227864392427;0.0001863492249902346;0.010813014375789066;0.029852989049070522;0.001802980208934359;-0.003998164701918288;0.03134315767251435;0.014975664429451327;0.03969445082273381;0.0069624935636413135;-0.018454881098124463;-0.019815797718916024;0.009937893048211525;0.02868193296694605;0.023647923881502605;0.01906778490788866;0.02950655037492971;0.015060626352901984;0.00022684691576456935;0.0011608923678214456;0.007505927900705198;0.00860966241577523;0.03836269887725323;0.02898384476734324;-0.014424964374805758;0.013342173587801147;0.04002645587753545;0.022631116426092966;0.00132124094213594;0.019232138284906775;0.008105023740997839;0.005761536799134597;0.0004757668122844545;-0.005597842206786178;0.1259610807571065;0.12315263086284713;0.046919755909064546;0.02816996721855716;0.10834381377657076;0.17657720747439395;0.2937974371473519;0.24245936476231905;0.093680899868133;-0.036063721512316974;-0.06519360112942384;0.06183402974625497;0.10002741252209314;0.1551740750434134;0.16962745477501012;0.17069689127790416
mfcc25;-0.04545593649245034;-0.03865093538865177;0.022294389459762653;0.04498047723605159;-0.0352826876323058;-0.06404848063630444;-0.0304663604674258;0.0010637921350441135;0.06893795406332731;0.055204368066744426;0.0945821286359831;0.03579644793497905;0.16650963158187967;0.10535551396736648;0.14016958149771694;0.131358255422243;0.17744690434653632;0.18061965268042912;0.14060347888963187;0.23250634747944607;0.08008556754348119;0.17457379107604934;0.09167760176852152;0.18801522259365777;0.11149154658641011;0.14056095268740867;0.03746613223259423;0.2751067458048934;0.32668855236454813;1.0;0.29535251003850976;0.22943509159838638;0.11044025600022385;0.09304095818706001;0.17645792039987915;0.22495553778888025;0.18861161476094035;0.09041526287634932;0.06772718189845012;0.16284191343809135;0.12895241939977303;0.11725294300563105;0.0682090519702795;-0.026880655979451783;-0.06733363793060225;-0.034047798864533844;-0.028422923959680428;-0.018729903023121247;-0.003661045302456464;-0.026122935087167728;-0.02733065437236545;-0.003500454938098546;-0.044103129153279616;-0.015819043586476268;-0.021642368114552366;-0.004543230414516959;-0.023859165087556176;-0.0016933753225298611;0.02135385087424417;0.0038714568053174175;0.019905389975774297;-0.003004424381550411;-0.004337276162903222;-0.009597218564290093;0.014881866860136133;0.018452252585262143;0.03078724395121924;0.0012100391616591255;0.03754999935445334;0.03729650365269916;0.03274285698375599;0.012796256297743405;0.01221196038285862;-0.0005927099231986958;0.039920595469587816;0.03549966853776726;0.05774325179756332;0.05957008159340449;0.024413347269424415;-0.0057977858815714805;0.029968916738778592;0.03418942760866133;0.017054780348005012;-0.02020436948494852;-0.03750154211373399;-0.028935093648006494;0.06547124029325972;0.047221428286698036;0.0171122221433715;0.0734333398917422;0.24064339894164372;0.2882462102141194;0.206354952411806;0.0714339980473504;-0.06986363783106371;-0.04483469008493718;0.053080668200334635;0.09833594221704586;0.015806298772450166;-0.03243244233293763;-0.039149248336485296;-0.04558482952310872
mfcc26;-0.013086248508099212;-0.025008392587404168;-0.024757114397747096;-0.053203371835837135;0.07180417487561473;-0.08901588344215615;-0.0985504966424614;0.1203388022841554;0.0014412104394168122;0.160082558456663;0.05033603201735882;0.1351478036683638;0.026566192929743295;0.12788302786274522;0.18310937569133107;0.2046086201329419;0.07676624890100271;0.17631877347292205;0.2648654608483315;0.15466313266165702;0.2723794276548385;0.07270633286761799;0.14465827059520953;0.12301574483787024;0.11060786983273278;0.14319091649539323;0.08910708576740084;0.08742780118699826;0.16364141144481778;0.29535251003850976;1.0;0.3448636709324977;0.3359443072540374;0.13667452041310457;0.1550189019150965;0.3113491296851762;0.22316808255236154;0.12683219959010794;-0.0448968256678373;0.0935001657698281;0.22343251091895755;0.30712315470632623;0.22691218783351955;-0.02261879800699623;-0.0256143828364011;0.09347556442258736;-0.03424440725645731;0.013064699277367938;0.020913734818378975;-0.022216614266848584;-0.028947476411674757;0.01988489448032781;-0.011697587790735863;-0.021866675633844177;-0.00405608680405594;-0.020801238176463385;-0.025178614814618805;-0.013692713103304091;0.033399496538988674;-0.011288910835271759;-0.008754882941941248;-0.01822642166778799;-0.014759200110742866;0.007771936733834356;0.025797688010314377;0.020215570002834166;0.028474371387830127;0.014289632003705302;-0.006458228668100999;0.00904476566912046;0.014516978260156198;0.010325748501305203;0.017402737285040288;-0.021359669060445084;-0.01232224659825027;0.0047181925538753245;0.03524166130837792;0.006427492207272668;-0.023118343346634488;-0.0225713596978681;0.031496418679736585;0.0400591356001949;0.029255025690268593;-0.01543409254881891;-0.03407431264897992;-0.013730737091644688;0.07086610488014289;0.10793169314101755;0.1499742819160753;0.26211100837033774;0.34042833472250944;0.2578639820645239;0.11640196421594931;0.011955133591625804;-0.0020489011517298493;0.1451979610881613;0.1908649279195665;0.06004861670469263;-0.014055061974651742;0.14555483403594588;0.1517850541170689;0.14556567463605066
mfcc27;-0.07406125526473088;-0.0663361932905263;-0.10926149776932434;-0.08057429525052728;-0.026293532957206194;-0.11893230976613632;-0.06339147417364621;0.13490208075477453;0.06160240030318134;0.10173371277288966;0.15195972905247582;0.07800598385397395;0.10061003946967005;0.003630501584109901;0.21829508465318392;0.10609214942275666;0.13160351427284747;0.15425360632582716;0.14385078152672903;0.33856439581875303;0.14006583373876813;0.15523428403114875;0.066460303617906;0.069282117499694;0.08289395639716143;0.1957712883318331;0.13376114081431148;0.09213886759575399;0.03393096612715869;0.22943509159838638;0.3448636709324977;1.0;0.3475131544226666;0.25936861777531767;0.16016431175558968;0.20084702001219107;0.23015929549885467;0.036796630293229854;-0.07149263727630017;-0.0540308545601282;0.17989173904275008;0.34037092748984327;0.23117241212084463;0.1103932947101288;-0.037740097681452846;-0.01581002027474306;-0.01729960049532519;0.017542770747925915;-0.012802196490091667;-0.024078746832193815;-0.03753921091074126;-0.0005182929888706141;-0.015518059869914263;-0.03578700587615052;-0.0036068140015770183;-5.308672842169927e-06;0.001615335949783582;0.00535662014635136;0.0061200910527579415;-0.005613915900821466;0.027249814670796662;0.02299056281183863;0.022536646334267534;0.002010404151850409;0.03993221636830833;0.015461808626959705;0.03457608051180045;0.01062477551267553;-0.02393990484677283;-0.022917223607152627;0.011265532456923799;0.01373544967027576;0.008086508506161064;-0.028005258989925827;-0.004973642826106255;0.023956906071963033;0.017554604650271588;0.003959970342867699;-0.008823703173133246;0.010845102675606733;0.0259530395794153;0.031718574628712484;0.043136142159846194;0.025202850210770025;-0.0050388728386947575;-0.00015096717983117405;-0.03524154236435615;0.0851436210137064;0.175369634811106;0.17272222346713076;0.14668409272255709;0.09261604678973293;-0.020714301827625778;-0.03204769090805197;0.02846130054094122;0.1118656041949391;0.07576121457514161;-0.08372415317773632;0.003110291653123716;0.05150996246334723;0.07585527522648142;0.08930302963354181
mfcc28;0.01964672224291629;0.007364607370016419;-0.04136410375458726;-0.055065388908424114;0.07198893703520425;-0.07902685513116874;-0.11638378504123274;0.05865222847416462;0.0665538772250108;0.09994498536038718;0.08326610790983228;0.0966979596633471;0.013967160847754186;0.09101326982602963;0.11305450045719656;0.15423488422090442;0.12201490401652228;0.12506085315013396;0.2243328440014672;0.16566145894164766;0.282642309997385;0.11760476027409328;0.09091556648983228;0.15932408909476617;0.15742084297452172;0.26576227464346597;0.1362013228570579;0.24016991758108358;0.06772402469127109;0.11044025600022385;0.3359443072540374;0.3475131544226666;1.0;0.33679007306226055;0.26563406149762936;0.23294088140567348;0.2609411307765955;0.16300706328316505;0.02111137132940693;-0.013032612467821284;0.008185114193400985;0.2427458431846904;0.23465177037922344;0.13259301799157946;0.071237570335765;0.08405647228704041;-0.019381688063071476;-0.02145340442430497;-0.03301798948502352;-0.03761687349783313;-0.010820277869653071;0.003404668867921919;-0.013825299578485507;-0.027912810539859865;0.005322589026798794;0.0014290762808327221;0.0074382430145804495;0.016036455330998994;0.027051828916266472;-0.0003310422876700032;0.04221637690098488;0.04325214282915072;0.023865181341195005;0.02812371998737036;0.045141164627925306;0.023980504803309884;0.01139098499090825;0.01224068649243171;-0.008144723786211741;-0.026846930159004405;0.010165708347752968;0.033976621274538966;0.0019633848736827064;0.04683613783377187;0.04452380188653627;0.023853301815620762;-0.005299318827568507;0.013231351343136832;0.024057326722945735;0.013617678380038427;0.0007617089391160158;0.027317936763000785;0.01727723583916378;0.02429554544766342;0.0015517482655745833;0.007544963246818679;0.05167654266701027;0.1432133779180137;0.18155776245627986;0.17951655754483334;0.1366616695821794;0.04346311151088227;-0.018188493094861827;-0.03430448497232342;0.041835905764427826;0.09386757694430205;0.005103256012447147;-0.08581519213242865;0.02355083596707892;0.11583573990380512;0.11583798588311299;0.10337661817063074
mfcc29;-0.12810846621768254;-0.14060122369836484;-0.00471286334201791;0.02333214417601536;-0.10463762466542181;-0.10731588856209993;0.01243686709023135;0.019390101149190448;-0.011116177930582543;0.11740536792245296;0.039804378188745285;0.09151628902438635;0.03056481640900497;0.10240068322173843;0.06951671078340076;0.16289761881729992;0.07722095123655418;0.17548703736941582;0.13305081132172164;0.1874225081230377;0.21430263776987826;0.18326557063110302;0.11959283024701962;0.18357507786829153;0.13297066509023414;0.24098208661726658;0.10504672999123611;0.30111353931652574;0.14664826079915358;0.09304095818706001;0.13667452041310457;0.25936861777531767;0.33679007306226055;1.0;0.32533985412373034;0.2953847434709726;0.1572096243658296;0.3285478692966106;0.22634657471752795;0.1473031511129331;-0.06822907121203199;0.05834687600174309;0.05665613353008137;0.2786694505671907;0.23304781006527872;-0.10359173274321126;-0.025315055660994113;-0.01718285800624947;-0.027414957871936818;-0.036474366668197304;-0.006407215154641668;-0.014234378648149672;0.027061449790852968;-0.016497279441253877;-0.003241170861545175;0.02735282758842337;0.020572205711326508;0.004686014398660776;0.02293246440415692;0.0003470346152915803;0.02187944124326291;0.04674894890918591;0.022750586230555002;0.027062750732789007;0.04218594433727343;0.024421788403428082;0.0014143637791216859;0.0009992485460563491;-0.01578382636182555;-0.04040665816315439;-0.003239587680582928;0.0163834411354423;0.012310632965315928;0.01989745207310037;0.03785522913981463;0.01857534629580736;-0.016140523291604255;-0.012772716070487723;0.027606539687820265;0.014618289404767643;-0.0073784799108652715;0.016001042185939486;0.006329010212352334;0.026513494360447195;0.006267037772133052;-0.007454260934400619;0.0493805462125012;0.118279249563338;0.15219254475587896;0.11516462561953911;0.025271905318924832;-0.018883613635528363;-0.0033041515454717706;-0.0041653964662031655;0.05494065667299662;0.00814710648350759;-0.09644262647529686;-0.0749979555590341;0.040401592196570406;-0.0869214203574523;-0.07755291417560627;-0.06767548916227896
mfcc30;0.03570194152877864;0.03791927289654638;-0.07294231302530595;-0.047637296211681765;0.14046026604736156;-0.02489841584113672;-0.21196127643574744;0.11745155300004813;0.05160564589955138;0.043979318061541636;0.12059582093685042;0.07532969512680904;0.12778113572836983;-0.0025279167964325435;0.2175409526921719;0.10775514982015297;0.18064638678962458;0.03725094529157548;0.23654218125295104;0.18393269479930432;0.21145699277815933;0.20370726019947102;0.2713628629377117;0.13504770015066947;0.14595859249282317;0.14594850752161803;0.16765997706713032;0.13986635727805788;0.23080686354745955;0.17645792039987915;0.1550189019150965;0.16016431175558968;0.26563406149762936;0.32533985412373034;1.0;0.29823390566392377;0.35344520072649926;0.23897377765250402;0.3497439702738679;0.1415987837740774;0.14404503019171097;0.02137596710398676;0.10495516153521257;0.15111988666336948;0.14797116652687317;0.15831406569907677;-0.00868793558747097;0.008222273301793785;-0.03407865735788783;-0.02198476526558565;-0.015498878192967403;0.002989645076818782;0.010887402379350404;0.003897510085960398;-0.012223189845374174;0.006965888636439551;0.010268008274178099;0.011883847788618541;0.001374253955791159;-0.0008914149284481566;0.03646582871113126;0.036187309283103306;0.005605559130457966;3.6643947337871175e-05;0.006724417660376337;-0.007974821949958986;0.00527306829875215;0.021438966413367577;0.01879123840032902;0.008762526526858922;0.013099483484709157;0.0011426111588930296;-0.004446863441766358;0.02562187187459595;0.0203542888920011;0.03439849985534175;0.01639584434018696;0.01130680056906215;0.0202256349119512;0.03161895247616979;0.024932517945491436;0.018721414823547274;-0.016425886221524553;-0.003900996477105776;0.001494537715974242;-0.010960335933289695;0.22090555606034198;0.24661813426145818;0.17755992802366696;0.1358502507570633;0.09712017000972556;0.08911561233298004;0.07504296985853177;0.10150034056496678;0.09727978083552188;0.06720244552419853;0.05231048393723125;0.11778906603154644;-0.018982586301584732;0.21998347202698318;0.22496630493576825;0.21247170007232904
mfcc31;-0.09143877709306715;-0.07725286281291804;0.06292234745013954;0.08964657452771022;-0.0863667174978552;0.0016129938469509788;0.022233286233381687;-0.07945763199803757;0.024263761566763544;-0.008352751594614778;0.03056151125386071;0.19438405643931156;-0.08079056131151427;0.15032022869237074;0.03386487363023246;0.246058049803795;-0.04426460441177754;0.191163208387301;0.19875562834341629;0.20392905208563064;0.2830362026201888;0.13051286979746204;0.18547362399704545;0.09386161839339743;0.024266556674794867;0.11437361137158104;0.0874613553167779;0.08698515460197116;0.1613368564442122;0.22495553778888025;0.3113491296851762;0.20084702001219107;0.23294088140567348;0.2953847434709726;0.29823390566392377;1.0;0.23850219708731216;0.3520457632110801;0.005067190645961847;0.23283253939934065;0.2264745836948719;0.278333624753785;0.11481146775217904;-0.04403268886560071;-0.007507513173278661;-0.06638698251008973;-0.011296618603789943;0.022670009791041095;-0.021077676588240717;-0.04154600580670732;-0.039072456375289805;-0.0059704773145437574;-0.01944355486482967;-0.015691454262176895;-0.017835795375764837;-0.023423246084366592;-0.023241386698591486;-0.019863404249748983;-0.00131935669091175;-0.00820455328773679;0.014598887813876422;0.006589926792021444;0.006024801286631945;-0.010904860882835009;0.001675943568386775;-0.00676929887329374;0.0014742038902846957;0.02111558139244044;0.015433396537763069;0.020594079205085932;0.009126892033561169;-0.011504269298265436;0.0060382224058660545;0.0020632642796933193;8.927944908712168e-05;0.03924234259072753;0.056935994067484945;0.02001165980212625;-0.002122557207821981;0.0021632838008743974;0.04325084657433176;0.034451992686672775;0.0019188173539743643;-0.03482186077978045;-0.032612896190947815;-0.020105015576263496;0.17877757266589234;0.24351130246176936;0.15621860305042867;0.04994128790510304;0.051741729265687784;0.07986798526244406;0.004051767701244214;-0.022245109330615916;-0.06681670051924415;0.02414867804154257;0.06828100660222244;0.0760785776225286;-0.059803605084832186;-0.05122660449860154;-0.048606716755395546;-0.0433909193401871
