;spectral_flux;spectral_bandwidth_2;spectral_bandwidth_3;spectral_bandwidth_4;class
96;0.7750884;4966.842332776865;6041.575648436049;7012.915891932828;3
97;1.2122691;1927.542908820026;3143.8291533652086;4381.051153653547;8
98;1.1952474;1964.473620860174;3169.21298612285;4403.229308025972;8
99;1.1938568;2013.60788123389;3263.936117247585;4523.262945572868;8
100;1.1907768;1997.4127856702412;3215.177249395788;4454.636842487074;8
101;1.2074589;2027.004117245562;3201.813451826783;4411.6713067735955;8
102;1.2082713;2103.957931996529;3299.7078010030464;4521.398478665258;8
103;1.1912338;2139.6070318344473;3365.0059371528896;4602.517435466482;8
104;1.2042592;2072.461160008259;3266.0407225868557;4489.74653750952;8
105;1.2331336;2303.3091201878674;3353.3575592730526;4458.86571759465;8
106;1.2282276;2457.9899430557193;3358.076893046904;4345.951089941845;8
107;1.2079476;2413.588451052837;3309.832830236476;4291.73471661039;8
108;1.21028;2293.645077077848;3370.5883558295554;4484.793120953519;8
109;1.2302547;2301.331292360038;3590.5877069646963;4850.255340772401;8
110;1.2208072;2211.399415944802;3469.5728033423734;4718.9546886368935;8
111;1.1968404;2026.8185726647894;3249.2565254448623;4489.752512897887;8
112;1.1814005;3139.3366840357853;4364.48873262767;5528.449717149921;3
113;1.5872594;4647.497890508029;5596.805639901032;6526.575987700269;5
114;1.5591855;4651.8883572417;5571.459145549427;6478.086782353298;5
115;1.5641673;4614.846418821971;5531.113956621639;6433.86559708455;5
116;1.544685;4583.096551325415;5506.068986191548;6414.399929100399;5
117;1.5520455;4571.417785320375;5501.922096008951;6418.615349034937;5
118;1.5388243;4611.768827312047;5555.508622059575;6477.008505608393;5
119;1.5171655;4717.321134126768;5657.742206953009;6570.246950190347;5
120;1.5258938;4706.613014620009;5635.309293133355;6538.863538468742;5
121;1.2676574;1986.077872749451;3080.768499866767;4201.244487957298;6
122;1.1456777;3534.6530038980336;4660.850613674272;5752.569866109055;9
123;1.1156765;3558.003593660926;4673.635017700245;5755.705883347975;9
124;1.1556306;3424.5244800047185;4568.242280805825;5677.545568921469;9
125;1.1441408;3177.2605267555805;4370.577481791301;5524.967611492383;9
126;1.1639718;2994.693561274607;4221.380302909806;5402.449681673056;9
127;1.1489514;3240.418059313918;4443.164335053788;5596.495615887269;9
128;1.6717942;2567.3641367503487;3964.7673595244673;5299.8518529761795;3
129;1.5895342;2610.3693843318842;4019.31049195631;5366.222529105627;3
130;1.3607568;2711.1474015585113;4220.194400404278;5651.479227164676;3
131;1.3371004;3057.139807851429;4492.925025764856;5852.507879451382;3
132;1.2489631;2328.552481021244;3413.5321361666283;4494.618871285207;0
133;1.2328032;2413.703536456746;3867.9454290382096;5249.133039767095;3
134;1.2504543;2239.804356558484;3466.288197103977;4574.951638463095;9
135;1.2089212;2627.410866538458;3755.092390246227;4763.020732861991;9
136;1.1987685;2973.968433070349;3954.8200733699823;4859.166726213436;9
137;1.2008343;3312.629749562934;4213.443960354434;5056.646648813875;9
138;1.1827502;2641.767286852903;3657.501792207766;4613.5682663529515;9
139;1.2021372;2576.8437184548484;3618.9734079083523;4587.796152944871;9
140;1.2069212;1756.3615397607591;2895.064204526487;3963.391415567649;0
141;1.2031509;1770.9875832133782;2905.8121498895325;3970.437119327204;0
142;1.20027;1806.2156772689982;2939.6035273537714;4000.6844200662545;0
143;1.2052883;1809.742934138717;2943.183432683687;4002.3745027741165;0
144;1.2055004;1798.5280518963507;2932.4975005607625;3993.5516150704057;0
145;1.2034733;1781.1467565280311;2911.726291597391;3972.2866021891855;0
146;1.1984584;1764.7401619560699;2894.983158989385;3957.4608612960205;0
147;1.2119567;1780.761703253665;2917.8232425491005;3981.7511196270348;0
148;1.208671;1797.2343131120674;2933.367389288598;3995.564978870474;0
149;1.2080728;1788.3222545944334;2924.6934428403065;3989.5111811607417;0
150;1.2009453;1824.2261441094504;2958.0762869632927;4017.4217919075295;0
151;1.19571;1829.6830020173413;2961.400268655408;4019.1337698959483;0
152;1.2039396;1793.8740282940166;2925.530566220933;3986.489998516914;0
153;1.2076684;1758.7457188296405;2893.1156272680482;3958.748527065508;0
154;1.2071823;1770.413260817472;2904.250170942895;3967.971621203664;0
155;1.203274;1776.558901973906;2907.483267081903;3967.145895609261;0
156;1.2016809;1770.0507814232728;2902.529723051558;3964.0041881155803;0
157;1.1995158;1779.3301212166293;2911.538662105776;3972.442683799626;0
158;1.1859069;1800.5897967244234;2934.1476803212786;3995.4620511800417;0
159;1.2089355;1774.4036372522196;2908.2187199807663;3971.68340752131;0
160;1.2023962;1775.5122281858248;2909.543613032936;3972.513947226529;0
161;1.1980782;1780.265931366696;2912.219495796396;3973.4034615078563;0
162;1.2090892;1783.5160418023922;2915.5658865544137;3977.074087675677;0
163;1.2169303;1774.8235369821123;2907.577904317262;3971.1957418338166;0
164;1.2015165;1772.2387391465682;2907.215140126717;3972.122265180838;0
165;1.2973753;1946.2148665995746;2681.7994405035;3553.9039905257605;2
166;1.3005648;2095.545901223023;2812.9782717646185;3657.440892954793;2
167;1.2936002;1952.8479661997428;2663.771598479715;3498.598127636702;2
168;1.314848;2121.1075865254584;2896.0969832389933;3798.3254023031127;2
169;1.2767769;2114.660119029089;2902.4340164835644;3808.804707386909;2
170;1.2726233;2137.9732949962645;2910.8993417436027;3796.5117507203386;2
171;1.28567;2154.372273257443;2842.197341551459;3677.024018112231;2
172;1.2865835;2236.902519485707;2915.66804845118;3725.2633755633406;2
173;1.1937523;2347.9938473642214;3490.8551929017467;4724.859655955355;9
174;1.1707481;3328.1473295065916;4701.362697272296;5985.080454827336;9
175;1.187222;3270.5439656958706;4641.964203714011;5934.455123833755;9
176;1.194147;4034.894037165533;5227.104176012243;6369.824758874476;9
177;1.260243;3200.9870324449453;4566.14496323299;5853.615079985759;9
178;1.2579643;3530.807918292734;4844.40141724164;6078.417374278862;9
179;1.2450192;2894.4288765480896;3781.5004811193317;4618.676731304371;3
180;1.2944331;2230.354591805758;3251.9874697177966;4266.690918578088;3
181;1.3860571;2059.372642887122;3069.9142713117885;4072.7293571684518;3
182;1.2965659;3831.6399636010915;5573.075980776358;7072.931569739775;2
183;1.4111236;3992.8928534401775;5642.780035982993;7082.072219344671;2
184;1.2732486;3507.920518368254;5351.360071543747;6922.398547665654;2
185;1.2719567;3478.7820427222837;5327.7480585057;6903.621518783721;2
186;1.2958857;3587.9445959496584;5348.592617049903;6865.4449131638;2
187;1.2676691;3075.2024945861876;4934.653954705588;6535.034874666571;2
188;1.214448;3631.4031494904702;5516.014095808083;7093.7467613785775;2
189;1.2283489;3415.610190788656;5276.109148465896;6862.291665010624;2
190;1.28451;3348.8505122590336;4702.912150198408;5971.723733902337;9
191;1.461822;2517.9963374884023;3831.458092792664;5099.602383300245;9
192;1.3407736;3707.4914105608404;5003.271206816024;6219.255842890225;9
193;1.3983866;3015.809044778357;4096.357390786692;5186.071606147845;9
194;1.2659334;3023.0869979544022;4230.5401845421065;5444.332115477601;9
195;1.257623;3192.3052387777434;4565.210742959048;5863.913938723532;9
196;1.2863377;3140.0239982756307;3959.378667895041;4825.478571289225;4
197;1.2701591;2970.9617291015693;3750.0177268854263;4592.860543079179;4
198;1.3054585;3731.7727256500452;4621.262657488221;5449.177265666619;5
199;1.2140151;6315.96201684198;7327.565496244749;8223.573625902676;2
200;1.5918344;5027.952044634941;6237.855658121674;7351.144755306991;2
201;1.3899678;4940.107748205828;6089.942502969911;7170.83596504833;2
202;1.5308671;5241.052638712385;6550.207718241293;7722.582752853408;2
203;1.4417439;4512.853638126891;5758.176670624274;6913.983406481888;2
204;1.3431029;3908.185127429172;5147.079421183635;6397.170390730988;2
205;1.5096458;3578.111909527726;4891.265885612034;6184.637892103514;2
206;1.5922905;3577.2621224923128;4885.19152335138;6186.955205187659;2
207;1.526388;4446.0916560689875;5605.1474317217;6707.008006687201;5
208;1.5500754;4353.722624848443;5531.862459267334;6647.493911306496;5
209;1.5628692;4359.914844588547;5549.244318141059;6675.670219534703;5
210;1.5806293;4364.855902556249;5544.550775379273;6664.177934770841;5
211;1.589595;4414.9517294367315;5593.856307480758;6710.146674086407;5
212;1.5895255;4409.669053159248;5604.31252887094;6731.823546098534;5
213;1.5800997;4360.468683927397;5542.8148002095295;6661.203994459048;5
214;1.5701929;4438.518628810535;5617.120735149759;6731.385009428148;5
215;1.583279;4451.071978920412;5625.330763631449;6734.946985518471;5
216;1.5775673;4441.105323500574;5615.481727017865;6725.761145850209;5
217;1.5637192;4403.810109190532;5588.186586755375;6708.1623612934045;5
218;1.5708222;4376.591033781004;5560.784983583649;6681.8659473779135;5
219;1.5817832;4427.750475208759;5598.006360580316;6707.898251832161;5
220;1.5980203;4441.598362133733;5615.700087309385;6727.459340017718;5
221;1.1348541;4993.4799762763005;5666.649625062438;6339.6645170341935;4
222;0.9497671;4999.456500132396;5681.834731501429;6346.766790135211;4
223;1.0291548;5321.330140456174;6346.02346907491;7316.642100794286;4
224;1.164628;4922.94131555091;5582.069824649224;6251.270030889579;4
225;0.8837382;5005.472686891864;5514.2110669365375;6073.9855725429725;4
226;0.94860893;5008.8624344318905;5531.0594955161005;6104.685583331887;4
227;1.0017108;5042.0299840932075;5661.309001092728;6311.666522592223;4
228;1.1318345;4891.273789324075;5598.989012313954;6311.187151884159;4
229;0.98072207;5052.89164238541;5601.255837972072;6200.9183061275035;4
230;1.1566699;4769.433778397467;5499.550316098408;6196.833193597635;4
231;0.9236518;4982.037749490928;6105.735124519676;7116.247863801653;4
232;1.6174163;2997.4635843931655;4530.0921301961625;6004.064444372012;3
233;1.5162044;2712.5917623175137;4303.318458406318;5829.291674481983;3
234;1.2357237;3283.1036484835063;4418.436951231052;5544.292154182597;0
235;1.1594127;3020.5172630589745;4261.433957470073;5478.7359929932745;0
236;1.166929;3231.573057536253;4388.10190662527;5543.950436303976;0
237;1.1749134;3255.650915244875;4413.173641280453;5574.743943649155;0
238;1.17673;3274.3122282490526;4435.949363204258;5601.415370353338;0
239;1.1691413;3308.810684980313;4469.786317410837;5632.499847988865;0
240;1.1470813;2902.222343835641;4178.452514032434;5427.0708767438155;0
241;1.149265;2806.8571479685747;4072.7917178958114;5315.650472916683;0
242;1.164304;2843.8172615942062;4112.309881324031;5358.484424861251;0
243;1.1796694;2978.3702619731102;4223.187329935895;5452.031659354184;0
244;1.1854357;3087.7001706814435;4279.895369099907;5468.289879028677;0
245;1.1904745;3133.9034335863453;4307.045163894114;5478.140310975087;0
246;1.1884539;3159.834559538063;4332.968552329143;5498.994660425494;0
247;1.1734982;3191.9387637061322;4357.417622637073;5516.15577521998;0
248;1.2940154;3846.9961694902013;5121.433917464286;6288.648152316093;9
249;1.407003;3548.495566280032;4834.847257479233;6022.939949965836;9
250;1.2874415;3535.0670555220654;4895.347126932309;6137.524607967939;9
251;1.1105233;3538.317770321116;5265.424079386121;6764.418314243621;9
252;1.1542003;2779.2418607657887;4387.202957488111;5875.079788986911;9
253;1.2977479;3218.8375528394567;4691.251263094985;6052.916022629659;9
254;1.0538598;856.7308565364907;1133.5692830066241;1412.5000801843078;3
255;1.290901;2316.3010084554026;3442.9673376432715;4585.006034085816;2
256;1.2230897;2291.391824494479;3414.8000138180423;4558.468879734125;2
257;1.1977422;2197.6133617147084;3322.8528220364487;4483.95776300122;2
258;1.1205448;3353.8655282198383;4387.153124986206;5462.194266370492;1
259;1.297023;2055.188870129493;3199.2520700956006;4398.091440159978;8
260;1.3734126;2095.8530710813347;3205.789389684747;4377.993129671992;8
261;1.3134812;2054.264199155789;3200.039059066871;4400.425973828894;8
262;1.3668517;2107.0605100972753;3217.685357937034;4389.866786200088;8
263;1.2746831;2076.8940308028446;3224.723363446389;4430.834543524299;8
264;1.2759589;2110.6641594158696;3260.0809053188177;4463.245827015777;8
265;1.3225013;2135.648531272344;3259.978557026852;4441.835123620288;8
266;1.3092437;2058.588668136662;3205.3491898941834;4407.137216134485;8
267;1.36072;2122.2440136383084;3239.074569386511;4415.154981898331;8
268;1.2724698;2083.1269919045494;3229.6910051118784;4433.835058677716;8
269;1.2675486;2095.828600120474;3249.7579723036883;4456.608388914574;8
270;1.3209146;2117.3746704992004;3237.4725641832633;4417.234898976823;8
271;1.2781774;2070.5190754438286;3211.4363446710063;4412.683776879841;8
272;1.3116554;2064.9510857211158;3206.725355393846;4405.3272042511935;8
273;1.3642004;2157.7701612460346;3276.0894099977504;4451.084784464087;8
274;1.2750577;2102.6606401714344;3251.0230610502363;4454.0537025405665;8
275;1.2683512;2073.916121339736;3228.0199244092164;4434.941547936417;8
276;1.3313136;2096.0653242749877;3209.9424310042214;4386.637660219363;8
277;1.311255;2069.5001331341728;3207.8242073108377;4403.682778548674;8
278;1.3592281;2158.0008560987103;3281.4205810082863;4461.091437713161;8
279;1.2761643;2083.2325980130927;3229.9569728726087;4433.538868156242;8
280;1.2697691;2071.8927985665578;3228.2629833418405;4436.648081874783;8
281;1.2714362;2111.1351456693237;3257.85298595574;4457.407428146084;8
282;1.3055428;2137.4951459295007;3265.1437138610872;4450.161910013177;8
283;1.3178875;2055.9965432357644;3202.4604061588907;4402.875718905529;8
284;1.373989;2101.698152181316;3211.1180129259737;4383.148101963047;8
285;1.2831008;2072.648421457438;3218.2158927825335;4423.462301303354;8
286;1.2757827;2109.219409131435;3255.59422543125;4455.892651477494;8
287;1.3127121;2138.5834688087384;3265.3921464379473;4449.644281985434;8
288;1.2105114;4975.704748566611;6592.052108086844;7937.957791435184;8
289;1.2047268;4759.125404942268;6436.875015709019;7824.225919449013;8
290;1.2109087;3820.7262201221415;5632.819935509196;7137.33331573761;8
291;1.2191179;3567.709737393283;5387.8631583976385;6911.818780023532;8
292;1.1978871;3223.949092573585;5058.780864658671;6615.903699361705;8
293;1.2232811;2916.3346133344485;4724.938635050122;6297.821035772732;8
294;1.0513914;2302.575312427953;3835.1105860320326;5283.015351523085;8
295;1.1338812;1829.7417342936803;3074.148354332335;4372.81915008855;8
296;0.9741792;2539.948377524536;4059.7995120521177;5486.194590351968;8
297;1.1564323;3968.02079002533;5754.327802745271;7260.031240816457;8
298;1.1776265;4982.365808106628;6610.9464184045255;7976.775065909793;8
299;1.1916292;5461.168520797155;6940.021090018452;8203.823802676017;8
300;1.188288;4219.005353404351;6021.548215974359;7492.826834861212;8
301;1.187461;4102.06097209632;5926.973690733531;7413.92298312309;8
302;1.1890466;4286.703888541935;6064.200138405553;7521.309510542685;8
303;1.190243;3999.2804888745204;5799.517592993376;7281.7181215382225;8
304;1.2106186;3815.787326315642;5651.508305513354;7161.272658928284;8
305;1.224434;3874.892925557241;5675.09782280783;7165.415993417092;8
306;1.2238308;3576.900747328807;5400.234043508948;6919.153752959582;8
307;1.2148141;3663.7318325638134;5484.123540611492;6999.8969693275;8
308;1.3500658;4894.119253916039;5749.881657727111;6592.446066508323;2
309;1.3397338;3151.567603534193;4645.31988408712;6063.002651238232;2
310;1.3759009;3943.403206485619;5260.135175314498;6498.706954533553;2
311;1.5129914;3522.8628423735063;4849.785454612918;6121.1016424422705;2
312;1.4050026;3265.5520006137685;4666.313950800419;6010.681703665687;2
313;1.5049611;3823.160148994685;5145.619660877671;6402.563308976372;2
314;1.3866856;3391.3355198970944;4655.203575814513;5891.830331805562;2
315;1.3926647;3925.6572196119364;5247.050493466452;6495.976782398101;2
316;2.133901;2132.4656023232073;3516.604933729233;4831.486013847218;3
317;1.3360019;3148.6725656065346;4490.955974782756;5756.00362886226;9
318;1.2641468;2669.186787796603;4046.644404682941;5370.32009424227;9
319;1.2543432;2734.8053056127255;4158.865426682368;5501.8719742504045;9
320;1.3346515;2690.9993806618995;4026.7108121580054;5312.70968805944;9
321;1.3369962;2813.247375147971;4189.938511481949;5509.659015685783;9
322;1.2744712;2809.67466899481;4164.04757384274;5458.193561573025;9
323;1.3787751;4307.710864232933;5520.160437707802;6630.192697172564;1
324;1.4259841;4344.005391778405;5584.828409919775;6705.688681223803;1
325;1.2792326;4141.316671376983;5412.841115484242;6577.3114582845365;1
326;1.0885713;2361.7954035726916;3788.8147556158856;5179.706954797;1
327;1.2380668;3176.7495577262807;5022.582344905931;6628.546786336763;8
328;1.1632512;2805.5651708059922;4621.675122976682;6237.955997393989;8
329;1.2013717;2465.440621424368;4195.165365250383;5784.249887505325;8
330;1.1869645;2475.834648314957;4208.800493302481;5798.209577104753;8
331;1.1590348;2466.6053305352743;4177.773624842286;5756.179557036547;8
332;1.1477762;2627.8490147464213;4307.314172674835;5861.121081410289;8
333;1.1627568;2575.076014411783;4348.2194546801;5952.8084329856665;8
334;1.077191;4026.535722185814;5444.981215131721;6722.039020296467;3
335;1.2621757;3082.615578370769;4595.614796120815;5974.302231730733;3
336;1.0241383;3268.4635759733314;4622.341821643254;5892.808427018843;3
337;1.2941989;3165.854912881125;4466.185838151614;5708.635455450897;3
338;1.2277027;4235.39372775222;5307.321877714737;6334.693102726552;2
339;1.1969784;4179.150692466875;5291.84943196907;6362.528096643468;2
340;1.3256526;4096.8918835336235;5214.599732856656;6290.031559132363;2
341;1.2563711;4187.963026576022;5206.4831573271185;6199.13948067135;2
342;1.2864568;3821.4331912788616;4982.513687367698;6110.510739354962;2
343;1.2564583;4022.8914990814687;5093.847677587776;6117.024607382162;2
344;1.3368052;4130.662794482378;5202.569014697201;6249.712992058273;2
345;1.1864028;1799.7867317013338;2696.7871368856236;3531.125726329475;4
346;1.3450321;2439.013692238111;3212.231766063779;4022.299202275122;4
347;1.350854;2360.279316658354;3057.020037603315;3788.4292470935675;4
348;1.4071852;2344.4697505361332;3010.7741442549063;3721.198778693964;4
349;1.3183107;2386.3494341531764;3088.699317286306;3815.6382172563585;4
350;1.3715439;2377.045678191011;3090.067181522772;3845.7700546216047;4
351;1.2737892;2451.56050775633;3196.833347187597;3969.1333887828864;4
352;2.2476585;2456.052333674185;3828.7418404812793;5094.618110506719;3
353;1.8523682;2794.562907806189;4161.108999024146;5428.386810077687;3
354;2.423341;2496.928388728699;3779.8807267382836;4962.718294696109;3
355;1.1917254;1865.4682956790996;3020.929700227691;4265.739985695195;9
356;1.1775362;2301.0005889107533;3553.952754855304;4828.553266059664;9
357;1.1788805;2015.8217737644513;3102.9297240024284;4291.744803763524;9
358;1.1895603;2045.2404513127042;3131.904425648866;4317.998675969716;9
359;1.140678;2343.0399310532025;3478.7597920136877;4676.203746612402;9
360;1.160806;1941.6319785677706;3026.968572454917;4198.908966190296;9
361;1.1877229;3173.584470759697;3721.0824966213463;4318.823846648097;7
362;1.160479;3105.618849870269;3653.5383024093285;4245.473924332876;7
363;1.1701946;3161.7527987653816;3708.7827778461456;4291.650024776852;7
364;1.1629102;3118.618114056558;3675.806195019156;4287.413995602576;7
365;1.1780049;3208.101590418795;3758.9701481056136;4348.480396550647;7
366;1.1603445;3136.7031899786325;3691.862633772271;4309.864558205716;7
367;1.175928;3152.9799529480683;3721.969729091647;4343.589433152478;7
368;1.2459724;2930.1048504893906;4568.098853334816;6041.645794179728;6
369;1.1364468;3259.1220346040864;4883.582070895426;6327.5625376115095;6
370;1.2074065;3109.258696606667;4760.124161241447;6230.58714754896;6
371;1.2248812;3091.7664317871577;4750.630892907957;6222.481318335683;6
372;1.0540767;3460.8046106850798;4995.550329439508;6387.132175278269;6
373;1.0729403;3723.3752422982966;5323.803170155756;6737.705612855103;6
374;1.1119857;2647.570248819521;4340.628312809042;5868.701244904976;6
375;1.1908288;2080.62097489558;3494.1723346377294;4926.838608312083;1
376;1.174818;2495.870345353069;3601.585224431043;4727.1433757256855;1
377;1.3681386;2744.5276065581247;4118.665077748532;5461.529142591578;5
378;1.4212213;2504.383136681788;4005.066834403397;5442.365974455173;5
379;1.4058846;2525.936103231592;4036.9648976397675;5482.0015785199375;5
380;1.398405;2499.038664270155;4019.3610563681555;5475.2059504588115;5
381;1.3986713;2495.8070892036008;4020.615708005327;5479.848649753255;5
382;1.2025731;3969.203791380582;5820.639752614903;7362.684255059689;3
383;1.1866376;4386.976231151054;6121.743359362294;7584.6770457146795;3
384;1.3737785;4530.58486073376;6041.031147149009;7357.837865447288;3
385;1.2873437;4209.833586489014;5908.629197722493;7351.999269216146;3
386;1.2688164;3645.2513030509635;5282.344204055637;6713.676088550518;3
387;1.2447258;2317.9979042995105;3548.343365479235;4759.060502085201;1
388;1.2628428;2380.0120081824375;3642.547956046288;4877.6599493272015;1
389;1.4570603;3819.6584773742047;4813.764082388102;5785.703958438414;2
390;1.2077646;3647.058133479877;4746.688346030353;5812.909473494019;2
391;1.3337082;3653.8679215467077;4735.6140461343075;5785.496580910218;2
392;1.1842163;3849.485633718983;4913.643783627699;5947.576940510933;2
393;1.2589418;3531.8169679793873;4766.0268284457625;5931.824347037632;2
394;1.5107478;3208.879889793208;4386.774383782715;5536.000885957367;2
395;1.4134763;3371.539719425266;4648.0127562179605;5849.8983496208375;2
396;1.3246258;4179.823019871371;5224.829640567607;6233.417757738713;2
397;1.2908524;1335.2647894413767;2402.5798512910683;3707.8206923902103;5
398;1.2558141;1291.1649437801304;2348.0179038666156;3660.32229460131;5
